audio_path,transcript
TheDirection_6_74_703524_712684.wav,اللي هو [individual] في سباقات العالميه مثل [top franc]، هذه أما ال[trathion] ويستخدم حق ال [triathlon]إللي هو سباحه جري>
TheDirection_6_75_712684_722792.wav,[okey] الرجل الحديدي هذا سياكلهم غير لأنه أحيانا داخل ال [top Tube]، وبيكون ال[cycle] أول شيء يكون أثجل تمام جلسته تكون غير جصته تكون غير.
TheDirection_6_76_722792_745821.wav,لأن لازم ال[position] ماله بعد غير، حتى إذا يوم بتسوي [fitting] ال[fitting] مال ال [TT bike] يختلف عن ال[triathlon]، لأن لازم يوفر عضل، لأن بعد ال[cycle] عنده الجري ففي بعض العضل يوفرها حق الجري، فلازم يسويله [position] يجدم السايج إلى جدام على أساس يوفر عضل الخلفيه عأساس يجهز.
TheDirection_6_77_745821_749204.wav,يريح بعض عضلاتهم ما يضغط عليها وايد عشان بيتأثر بعدين.
TheDirection_6_78_749204_761931.wav,وبعدين ما يتأثر في الجري، ولكن إذا يوم بتي حق ال[TT] يقولك لا يعطي [hundred percent] يوصل منتهي خلاص، فما عندي مشكله إنه بعد ال[cycle]، هذا ما عنده أي شي يسويه تمام، فيعطيه [hundred percent].
TheDirection_6_79_761931_778327.wav,أما هذاك عنده بعد ميتين كيلو عنده جري بعد عشره كيلو مثلًا أو عشرين كيلو، فهذا لازم يحافظ، فال [position] اللي يأخذه ال[trilithon] وما يقدر ياخذه [TT] ممنوع[U. C. I] يمنعه الاتحاد الدولي للدراجات، يمنع إنك أنت تأخذ [position] مال ال [trilithon] إنه شويه يريح أكثر، اللاعب فيقدر.
TheDirection_6_80_778327_789743.wav,[U. C. I] بحكم إنك أنت ذكرتهم اشتراطاتهم وايد صارمه، يعني أنت اليوم حتى اللي أنا عرفته إنه ما تقدر أنت تسوي إضافات في السياكل اللي بتشارك في بطولات.
TheDirection_6_81_789743_796672.wav,[tour difference] ولا غير. أشهرها [tour difference] إلا بموافقته هم يعني [very strict] جدًا صارمين في ها الموضوع.
TheDirection_6_82_796672_806948.wav,"لازم يكون في [sticker] على ال[fram]. إن هذا [U C I, approved، okey] إذا كان ما مو [approved] من [U. C. I]، هذا ما تدخل، ما تدخل في سباجات."
TheDirection_6_83_806948_814895.wav,يمكن سباجات ال كنت- يعني [Continental] ما تدخل طبعًا، ولكن سباقات الهواه ممكن تدخل ، ولكن سباقات اللي معترف فيها من [U. C. I] ما تقدر تدخل.
TheDirection_6_84_814895_830327.wav,زين، الحين بو ساره تكلمتنا أنت خبرتنا عن بداياتك، خبرتنا عن أنواع ال[cycle]، زين بني الحين حق سؤال مكرر، ودائمًا ما تنسأل أنت هذا السؤال اللي هو كيف أختار ال[cycle] المناسب ليا أنا؟
TheDirection_6_85_830327_844720.wav,أنت تفضلت ذكرت تقريبًا حول أربع أنواع من ال[cycle] من ال[mountain bike] إلى ال[cycle tralthion] وال[road bikes]، وغيره. شو ال[cycle] الحين؟ أنا اللي ببدء اللعبه، كيف أعرف شو ال[cycle] المناسب لي أنا؟
TheDirection_6_86_844720_861678.wav,[okay]، أول شي شخص شوف شو ميوله، هل هو من عشاق ال[trilithon] مثلًا؟ [okay] هنا تجي على ال[trilithon] مباشرهً ما يضيع وقته مع ال [mountain bike] وال[road bike] ممكن يأخذ [road bike] كهوايه بس كالتمرين مع القروبات.
TheDirection_6_87_861678_871093.wav,ولكن في الأساس وبيكون [trilithon] ينا مثلًا واحد يقول أنا ميولي أنا أبغى [road bike] فما يضيع وقته معالم [mountain bike]  فأنت أول شيء تطالع الشخص وين ميوله.
TheDirection_6_88_871093_881500.wav,أو وين ساكن بش بالأصح [okey] إذا أنت واحد ساكن مثلاً ساكن في حتى، وكل طلعاتك علي يبال وعندك هني تحتاج ال [mountain bike] اميه بالميه.
TheDirection_6_89_881500_882201.wav,جميل.
TheDirection_6_90_882201_890951.wav,فإذا أنت يا ساكن في دبي، ودائمًا إيش اسمه؟ طلعاتك كلها في نادي الشبه والأماكن هذي انزين فشو تسوي؟
TheDirection_6_91_890951_901621.wav,في هاي الحاله تضطر إنك تأخذ [road bike]، لأن ال [mountain bike] راح تأخذ تضرب خط الساعه ونص لما توصل حتى أجرب مكان، عشان تتمرن فيه ضاع اليوم كامل تمام، فما تضيع وقتك.
TheDirection_6_92_901621_914698.wav,أنت ممكن تاخذها ك[option] أسبوعي ولكن ما تخسر وما تركز عليه، ممكن تأخذ شي، أنت اللي ما تركز عليه، إذا أنت عندك مبلغ تدفعه، والشي الأساسي كم أنت تبغى تسوي [investment] في هالموضوع هذا [okey].
TheDirection_6_93_914698_922754.wav,انت ذكرت كلمه بو ساره، سامحني عالمقاطعه، قلت [investment] هذه هذه الكلمه اللي تحتها خط
TheDirection_6_94_922754_935349.wav,"لازم عشر اخطوط، صدقت، الناس لازم تفهم هالشي هذا إنه أنت يوم تأخذ ب[road bike, mountain bike] أي شي له علاقه في صحتك في الرياضه تسميه [investment]."
TheDirection_6_95_935349_946636.wav,هذا استثمار ممكن أنت 
TheDirection_6_96_946636_948502.wav,وألفين وثمانيه الحين موجود عندي نعم.
TheDirection_6_97_948502_965666.wav,يعني إذا تحسب ال[return investment] على هذا كم كيلو أنت قطعت وياك ربعك، بعد ما شاء الله يحفظه، فهاي بيزات ممكن تصرفها في  نص سفره ما بقول سفره بعد زين السؤال الثالث اللي أبغى أسألك، يا أبو ساره هاي الرياضه اللي منو؟
TheDirection_6_98_965666_986680.wav,يعني أنا مثلًا أحب أمارس مختلف أنواع الرياضات، وكمال أجسام، جوجيتس، مصارعه، كره قدم، لكن في بعض الرياضات ما تناسب هيئه بدر مثلًا؟ أنا بقول واحد في. في جسمي أنا وفي هيئتي صعبه يلعب جمباز مثلًا.
TheDirection_6_99_986680_987285.wav,صحيح.
TheDirection_6_100_987285_999682.wav,في بعض الرياضات ما تناسب الجسم ال[cycle] أو الدراجات الهوائيه، هذه الرياضه. هل تناسب نوع معين من 
TheDirection_6_101_999682_1006080.wav,زين، شوف الحين أنت ذكرت نقطه وايد مهمه، ترى أنا ما أتوقع تسألني السؤال يعني.
TheDirection_6_102_1006080_1008160.wav,بعد شي.
TheDirection_6_103_1008160_1020145.wav,انزين، شوف أنا أقول لك شو أهم شي في جسم الإنسان؟ لو كان يلعب جيتسو أو بيلعب حديد أو يلعب سومو أو يلعب أي لعبه في العالم، شو أهم شي في جسم الإنسان؟
TheDirection_6_104_1020145_1032718.wav,الجلب، تمام ال[cycle] جلب، أنت أربع انسان لابسه [heart rate]. هذا أهم شي تلبسه في ال[cycle]، لأنك أنت [heart rate] شغال على القلب>
TheDirection_6_105_1032718_1042405.wav,ال [cycle] شغال على الجلب، لا تقول والله أنا وزني ما نزل، لا تطالع الوزن، تطالع جلبك، كيف يالس يشتغل، والجلب، هو دام القلب سليم.أنت ما عندك مشكله.
TheDirection_6_106_1042405_1050706.wav,فعشان كدا أقول للشباب لا تطالع وزنك، كل شوي ناقص على الوزن، تطالع الوزن، كم أنت طالع جلبك، كيف شغال؟ ما دام قلبك شغال صح.
TheDirection_6_107_1050706_1061392.wav,أنت في السليم، خلي وزنك مو مشكله خلي الوزن صوب تمام أنت تقولي مثلًا إذا واحد يلعب جيتسو أو يلعب حديد أو يلعب أي لعبه ثانيه يحتاج ل[cycle] كله هي نعم 
TheDirection_6_108_1061392_1069237.wav,هذا أهم من أهم الأشياء اللي يحتاج إلى إن الجلب يكون شغال صح إذا عندك أنا كنت كنت أجري قبل يوميات لعبت [cycle] يبت أرقام أفضل.
TheDirection_6_109_1069237_1077113.wav,زين، شباب كانوا يتمرنون حديد، كان يتمرنون في ال[GYM]، قبل وقفوا ال[GYM] أثناء ال[Corona] الجائحه، هاي، وقفوا. وقفوا ال[GYM]، محد يصير [GYM]
TheDirection_6_110_1077113_1086394.wav,قام يسوون ال[cycle] يوميًا ال [cycle]، عرف قيمه [sorry] لو يوم وقف ال[GYM] جه لل[cycle] عرف قيمه ال[cycle]، وجام يسوي.
TheDirection_6_111_1086394_1087713.wav,شاف أداءه مختلف.
TheDirection_6_113_1092996_1109288.wav,فهني أبو ساره نحن نتكلم يعني كرياضه درجات هوائيه أو ال[cycle] ما يخص أنت وزنك زايد ولا وزنك ناقص. أنت صاحب عضلات، وهذا، ولا ما فيك عضلات؟ الرياضه هاي تناسب أي حد.
TheDirection_6_114_1109288_1118945.wav,وهالشي هذا أنا لاحظته يوم تشوف ال [track] تطلع على ال[track] اتشوف ما شا الله مختلف الأجسام، بل بالعكس شي من الأجسام تشوفها يوم تخطف عليك ما شاء الله.
TheDirection_6_115_1118945_1130736.wav,وول- ويخطفون عليك بسرعه و[control] جميل، تشوف جسمه هذا ما تتوقع تقول يعني صعبه تتوقعها برع تقول هذا ما شاء الله، هذا أداءه. وما تلوم عليه، ما تقدر أنت تلحقه.
TheDirection_6_116_1130736_1145356.wav,جميل، فهاي رياضه تناسب الكل، نصيحه اللي يبى يبتدي، إحنا الحين جلنا بنأخذ ال[cycle]، فأنت تفضلت ذكرت نقطه جدًا مهمه. وش هو حولك؟ إنت وين ساكن؟
TheDirection_6_117_1145356_1161625.wav,هل عندك أنت، أنت ساكن في حتى مثلًا ولا ساكن في في ند الشبه تختلف هاي، زين بعدها شو؟ شو الأشياء الثانيه اللي نحن لازم نركز عليها في اختيارنا لل [cycle]غير مكاني انا.
TheDirection_6_119_1171442_1179664.wav,هو دائمًا يكون يا بين ال[mountain bike] بين ال[road bike] ويكون ال[road bike] بين ال بين ال[flat] وبين ال [okay].
TheDirection_6_120_1179664_1187843.wav,وبين الصعود يكون بين ال[flat] وبين الصعود، هني أنت تركز وتشوف إذا دخلت في الميول هذا الحين هني [investment] الحقيقي تمام.
TheDirection_6_121_1187843_1200271.wav,اهني تشتري شي على أساس إني ينفعك أصلًا في ال- يعني في ال- في السواقه نفسها يريحك في السواج، في نفس الوقت أنت تستفيد و ويكون عندك انت سويت [investment] نفس من ناحيه إنك اشتريت شي [quality].
TheDirection_6_122_1200271_1215113.wav,بدل ما تشتري أنت كل يوم تشتري لك قطعه وتجي تبيعها كل ما تبي تشتري قطعه وتجي تبيعها، فهي الأشيا هذه إنك تشتري شي يكون فيه [high quality]، لأن ال[cycle] مثل ما قلت لك أنا شيء تشتريه 
TheDirection_6_124_1227578_1246427.wav,يقول ليش تعال للمكان الفلاني، نفس الشكل، هذا الاسم بس يختلف بخمس الاف ولا بتلت الاف، خذ يا أخي بيخترب هال [cycle]هذا بترد أنت بتصلحه. وبعدك أمورك طيبه ولا بتوصل المبلغ، هذا اللي أنت دفعته في هذا ال[cycle].
TheDirection_6_126_1248536_1258811.wav,شوف ما أنا ما أختلف مع أحد،يوم يقولك ال [cycle] غالي، أنا أقول لك ال [cycle] غالي ولكن اللي بخمسه الاف ليش بخمسه الاف؟ يعني نحن ننظر نظره ثانيه، تمام؟
TheDirection_6_127_1258811_1272606.wav,أنا لو واحد قالي هال[cycle] مثلًا ها المصنع هذا هاي الشركه نزلت مثلًا [frame] معين.أقول زين هال[frame] هذا منو استخدمه، هل هذا الشي، هاي شركه مثلًا؟ ليش الشركات تصير تنافس؟ إنه تسوي مثلا الرعاه. 
TheDirection_6_128_1272606_1284802.wav,يكون راعي مثلًا  لفريق الفلاني؟ يدخل في الرعايه، يدخل على أساس يراويك 
TheDirection_6_129_1284802_1295832.wav,[quality]ماله زين وبرو يسوونها فا فما عنده مشكله. فأنتي هنا تأخذ [conference] تأخذ ثقه إن هذا ال[frame] زين، ولكن أي أنا [frame] ما أعرف شو من وين ياي
TheDirection_6_130_1295832_1306869.wav,تصدق هذا؟ أبو ساره يرجع نفس الشباب، ترى 
TheDirection_6_131_1306869_1316366.wav,هذا [cycle] حاله. حال السياره اللي أنت تسوقها، تأخذ سياره مثلًا يقولك تعال الرنجات الفلانيه هذي في مكان القراج الفلاني.
TheDirection_6_132_1316366_1333230.wav,ممكن يبيع لك رنجات ابنص سعر الوكاله أو بنص سعر المكان اللي يعطيك الرنجات الأصليه، فعلًا أنت بتوفر ولكن تراها خطوره على حياتك، 
TheDirection_6_133_1333230_1350898.wav,مثل مثل السياره ترى ممكن لا سمح الله تسوي حادث توصلك من نقطه ألف إلى نقطه باء بس فيها خطوره بعد، في [risk] فبالتالي أنت إذا ما خذيت كل اشتراطات السلامه ومنها إنك أنت تدفع على شي[quality] في جوده نعم الناس تتفاوت.
TheDirection_6_134_1350898_1362194.wav,يمكن اليوم الألف درهم عند بدر قد لا تساوي شي عند حد من الناس ولا شيء، ألف درهم، وحد من الناس العشر ألاف والعشرين والخمسين الف ولا شيء بالنسبه لهم تتفاوت.
TheDirection_6_135_1362194_1376915.wav,لكن 
TheDirection_6_136_1376915_1379290.wav,وأفضل كمان إنك تأخذ شيء [low quality].
TheDirection_6_137_1379290_1391124.wav,حد ممكن أنت تحصله يكون عنده مثلًا [cycle] نظيف ومرتب عا- ممكن يكون بنص السعر، فأنت تستفيد من [quality] جيد. من إنه يكون سعر باللي يناسبك أنت.
TheDirection_6_138_1391124_1409430.wav,تكلمنا عن أنواع ال[cycle]، أبوساره وتكلمنا كيف تختار ال[cycle] اللي يناسبك. الحين شو الخطوه التاليه. خلاص بدر اليوم سار واختار ال[cycle] وخذوا القياسات ماله، استلمت ال [cycle] مالي أنا.
TheDirection_6_139_1409430_1421409.wav,ويلا ببتدي مشواري في الدراجات الهوائيه، في ال[cycling] متى أخذ لي مدرب؟ متى أطلع روحي؟ كيف أتعلم السواجه>
TheDirection_6_140_1421409_1435515.wav,عن تجربه خاصه. حطيت [post] الشباب هاك اليوم، ف قلت يوم خدت ال[cycle]، طلبت 
TheDirection_6_141_1435515_1441599.wav,زين، كان الموضوع معقد أكثر من شو أقولك الصاروخ اللي بيوصل.
TheDirection_6_142_1441599_1442401.wav,المريخ؟
TheDirection_6_143_1442401_1456356.wav,أظني معقد أكثر عن هذا الصاوخر. عقدوا لي المسأله بطريقه إلا بعض الشباب. جزاهم الله خير ما جصروا. بسطوا لي الموضوع فأنا حطيت ال[post]. قلت لهم يا جماعه أي حد يأخذ [cycle] لا يسأل الشباب هاي له.
TheDirection_6_144_1456356_1473804.wav,خليه يلبس الخوذه مالته وينطلق. يصير يستمتع. ولكن أنا أعتقد إنه مع بدايتي أحيانًا في ال[cycle]، لا في أشياء لازم تتعلمها، فأنا الحين أبغى نصيحتك. بو ساره شو اللي أسويه؟ شو الخطوه التاليه الحين؟ خذيت ال[cycle]. شو اللي أسأل؟
TheDirection_6_145_1473804_1487730.wav,زين وايد ييون يقولك زين الحين الحين بدينا، وخذنا [cycle] 
TheDirection_6_146_1487730_1497059.wav,أنت كيف بتاخذ جدول؟ وكيف بتدخل مع جروبات وكيف بتدخل سباقات وأنت بعدك ما متمكن؟ مو مسوي [control] 
TheDirection_6_147_1497059_1508880.wav,لين ما أنت تعود على أجواء السياره و
TheDirection_6_148_1508880_1522630.wav,أو مثلًا سائق جديد تمام [cycle] نفس الحاله يعني ال[cycle] ترى فيها خطوره لأنك ما في [sefty] عليك أنت غير إن الخوذه إللي لابسينه ما في حزام ما في شي، السياره ممكن أنت إذا حد دعمك على الأجل بعدك أنت متمسك. ماسك على الكرسي، ويالس بالسياره.
TheDirection_6_149_1522630_1524930.wav,حزام [airbag] هني ما شي معلج في الهوا.
TheDirection_6_150_1524930_1541135.wav,أهني ما شي من تطيح كسر، أنا كسر أمشي خمسه كسر في الترقوه تمام ال[cycle] هاي مشكلته، فلازم تنتبه إنك أنت يوم تسوق على الأقل أول شي في البدايات مثل ما قلت في البدايات أول شيء تلبس خوذتك وسير، حاول تمشي تسوي أول يوم تسوي نص ساعه.
TheDirection_6_151_1541135_1544944.wav,فأنا أخذ إجراءات السلامه، ومثل ما أخذ المكان المناسب.
TheDirection_6_152_1544944_1558261.wav,المكان المناسب للتمرين زين [track]ات موجوده، استخدموا ال[track]ات، زين ف يكون في التراك، هو أمن له أصلًا، يعني حتى لو استوى أي شيء حتى التراكات عندنا، إحنا حاطينلك إسعاف حاطينلك أرقام والناس موجوده وبيساعدونك.
TheDirection_6_153_1558261_1559590.wav,نقاط بعد صح.
TheDirection_6_154_1559590_1578629.wav,وفي نقاط حتى يعني حتى في القدره حتى القدره، رغم ذلك عندهم عندك رقم، إذا عندك الرقم تتصل فيهم الباقي يجي يشلك، لو أنتم بنتشل، وأنت شو أي شيء، أي شيء عندك، زين، فهاي الخدمات هاي وايد زينه، الواحد يستغل الخدمات هذه ويستمر ويتمرن في ها الأماكن.
TheDirection_6_155_1578629_1589189.wav,أنت دور ريلك في البدايه، خذلك نص ساعه، شفت نص ساعه بعد أسبوع، زيد لخمس دجايج بعد أسبوع، زيد لا تستعيل. ال [cycle] موب وليده اللحظه.
TheDirection_6_156_1589189_1599477.wav,ال[cycle] تراكمي تمام، يقولك يوم تي يقولك كم كيلو متر في ريلك؟ كم كيلو متر في ريلك كم صار لك تسوق؟ تمام. كم صارلك اتسوق؟
TheDirection_6_157_1599477_1617505.wav,كل ما أدري بالضبط إيه نعم، كل ما أنت عندك كيلومترات في ريلك، كل ما أنت خبرتك زادت تمام، وكل ما [control]ك استوي وأفضل، بعدين بعد ما تولت تمكنت على من ال[cycle]، طبعًا ما راح يأخذ منك وايد يعني زين، بعد ما تتمكن لأنك أنت أصلًا في الأساس كنت تسوق [cycle] وأنت صغير.	
TheDirection_6_158_1617505_1626006.wav,فأنت موضوع ال[control] هذا موضوع، مسأله وقت فقط، تمام، بعد ما تدخل في الموضوع هذا موضوع إنك أنت سويت [control] أهني عندك أنت الحين [two choices].
TheDirection_6_159_1626006_1635467.wav,يا إنك أنت عندك مجموعه تمشي وياهم وتتمرن وياهم، وربعك شراط ما سو وشباب اللي موجودين هناوالأمثله كثيره يعني، لو أقولها يمكن ما خلص.
TheDirection_6_160_1635467_1647484.wav,تمام وايد شباب، سووا جروبات، سووا مجموعات ونجحوا، والمجموعات والشباب اللي وياه نجحوا، لأن عندهم قايد، إذا عندك قايد يقدر يقود المجموعه هذه.
TheDirection_6_161_1647484_1658193.wav,ويقدر يمشي المجموعه أهني أنت محظوظ تمام إذا حصل أو أنت تكون القايد، إذا أنت فيك صفات القايد وتقدر [control] على المجموعه، ابدأ في الموضوع هذا.
TheDirection_6_162_1658193_1667231.wav,ما عندك مشكله، حتى لو تبدأ بثلاثه أشخاص، بالعكس كل ما كان العدد أصغر، كل ما استفاد كانت أفضل، عكس اللي الناس فاهمينه، إنه والله أطلع [group] كبير برتاح، 
TheDirection_6_163_1667231_1676622.wav,تبى تستفيد ولا تبى ترتاح، تمام، تبى تستفيد الفائده في ال[group] الصغير انزين، فأنت الحين بتتمرن الحين عندك شغلتين.
TheDirection_6_164_1676622_1688511.wav,يا إنك أنت تأخذ مدرب و ترفع مستواك يعني يكون ال [step]اللي تأخذه يكون وايد سريع تمام، للمدرب راح يعطيك تمارين، يوفر عليك الوقت والمجهود.
TheDirection_6_165_1688511_1700351.wav,تمام بيكون مجهود طبعًا أكبر، ولكن الوقت وايد يكون أقل، هي في وقت وايد أجصر، وهذا الشيء أنا جربته. والمسته يعني تمام. أنا يعني أخذت في البدايه أول بدايه، أول ما بديت
TheDirection_6_166_1700351_1716843.wav,بعد سنتين خت- قلت خلنا جا- آخذ جدول في مدرب ياهني برتغالي، وخذت عنه جدول، كنت أتمرن، يعني فعلًا يعني كنت أتمرن في الأسبوع اربعتاشر ساعه، اربعتاشر ساعه، يعني كان كل تمرين كان ساعتين إلى ساعتين ونص في اليوم تمام، ولكن أنا قلت إلا خلصنه بالملي. 
TheDirection_6_167_1716843_1734034.wav,اللي قالي ساعتين خلصت ساعتين زين، ما هو ما انزل من ال[cycle] إلا بعد ساعتين، المهم أنا أقولك هذا مثال، بس على أساس الشباب يفهمون شهر كامل بالضبط أسبوع الثالث من الشهر، اتصل فيني واحد بلجيكا ربيعي، قال أحمد نحن سايرين إيطاليا جابت ويانا.
TheDirection_6_168_1734034_1747630.wav,"قلت له وين سارين؟ قال سارين [Stelvio, Stelvio] هذا كان حلمي. إني أوصله، إني أسوج فيه، هذا طبعًا حلم كل دراجه المفروض يقولك [once before to die, okey] ، يعني هاي تطلعها مره قبل ما تموت، الحمدلله."
TheDirection_6_169_1747630_1758803.wav,طلعت أنا عشر مرات 
TheDirection_6_170_1758803_1768658.wav,يعني معروف هذا [Stelvio] معروفه جدًا، فالمهم قالي إحنا سايرين المكان، قلت أنا وإياكم، المهم بعد أسبوع طبعًا خلصت التمرين باليوم تقريبًا، سبحان الله كذي يعني صدفه.
TheDirection_6_171_1768658_1778051.wav,وسافرت 
TheDirection_6_172_1778051_1789221.wav,ييت هني. أقول لك حسيت بالفرق تقول قنبله تدخل في أي يعني ما أقول لك سباقات تدخل في أي جروب تدخل في أي طلعه تشوف نفسك غير ليش.
TheDirection_6_173_1789221_1789896.wav,مستوى عالي.
TheDirection_6_174_1789896_1790652.wav,المستوى وايد.
TheDirection_6_175_1790652_1792293.wav,كله في هالشهر شهرين.
TheDirection_6_176_1792293_1796935.wav,التمرين الشهر الثاني كنت في كنت بعد تمرين يعني ولكن كنت في صعدات.
TheDirection_6_177_1796935_1802976.wav,فالحين أحمد اللي كان قبل الشهر هذا اللي مشى فيه على جدول مختلف تمامًا المستوى.
TheDirection_6_178_1802976_1818115.wav,الحين إحنا تكلمنا عن مراحل مختلفه. إذا بنتكلم عن مرحله اللي أنا بديت الحين أطلع شو المهم من وجهه نظرك أبو ساره؟ هل المهم المسافه اللي قطعتها؟
TheDirection_6_179_1818115_1829211.wav,هل مهم الوقت اللي أنا آخذه في ممارستي أنا للرياضه ال[cycle]؟ هل مهم [average heart rate] عندي أنا؟
TheDirection_6_181_1843717_1856765.wav,أهم شي 
TheDirection_6_182_1856765_1858617.wav,ال[time] دقات القلب.
TheDirection_6_183_1858617_1874752.wav,لي ال [time] لأنك أنت مع الوقت راح ترفع لياقتك، تمام المسافه، ممكن 
TheDirection_6_184_1874752_1893499.wav,حتى نحن حتى يوم يصير مثلًا نسير نقول ما يسوي ميه كيلو كم ساعه بنسوي مثلًا؟ يعني فال[time] دايمًا هو 
TheDirection_6_185_1893499_1894356.wav,هذا المؤشر مالك.
TheDirection_6_186_1894356_1902923.wav,هذا المؤشر مالك، 
TheDirection_6_187_1902923_1905520.wav,وال[resting] النبض متى يوصل حد أقصى؟ لازم
TheDirection_6_188_1905520_1911486.wav,لازم يعرف متى لازم يعرف متى ال[hundred percent] ماله، ولازم يعرف متي ال[recovery] ماله هذا شيء وايد بسيط.
TheDirection_6_189_1911486_1929778.wav,زين، إذا بني الحين أبو ساره على ال[cycle] نفسه، الحين خلصنا، إحنا نقول نحن ب بالمختصر مرينا على المراحل اللي ممكن يمر فيها، إللي بيبتدي في هاي الرياضه، ال[cycle]، الحين عندك السياره يطلعلك [signal] يلا [services] وقت الصيانه[mintianace].
TheDirection_6_190_1929778_1942585.wav,كيف في ال[cycle] متى أنا أسوي صيانه، يعني مثلًا عندي أنا 
TheDirection_6_191_1942585_1960084.wav,تشوف ال[cycle] كل حد يقول شي، مثلًا ال[tire] واحد يقولي والله كل ألفين أبدل [tire] مو بالضروره تمام، ال[tire] مثلًا، فلنبدأ أول شي، الأشياء الاستهلاكيه، شو الأشياء الاستهلاكيه في ال[cycle]، الأشياء الاستهلاكيه، ال[bearing]ات، زين تواير ال[chain].
TheDirection_6_192_1960084_1961827.wav,شو ال[bearing] أبو ساره؟
TheDirection_6_193_1961827_1971891.wav,ال[bearing]ات أي شيء متحرك بين ثابت ومتحرك تمام، مثلًا ال[fork] وثابت وال[dring] متحرك بينهم [bearing] واللي حرك الثابت مع المتحرك أي شيء ثابت مع المتحرك يكون في بينهم [bearing]
TheDirection_6_194_1971891_1979009.wav,ال[rang] في [bearing] ال[botom brackiet] اللي هو وين تدور ريولك في [bearing] لأنه فيه ال[frame] ثابت وداخله [bearing].
TheDirection_6_195_1979009_1992708.wav,عأساس يحرك قطعه ثابته مع متحركه، وهاي الأشياء هاي هي المفيده تمام؟ اللي أنت ممكن تسوي عليهم في [investment] شويه عأساس يكون ال[frame] كل ما كان احتكاك أقل، كل ما أنت. كان أفضل لك، وكان أدائك أفضل تمام.
TheDirection_6_196_1992708_1997824.wav,موضوع ال[greisen] أو اليديده وال[forty] الأشياء اللي يرشونها، هذا عقب كل طلعه ولا.
TheDirection_6_197_1997824_2017327.wav,"شوف أحيانًا مثلًا ال[component] الموجوده على ال[cycle] وايد قطع حساسه تمام، يعني يا مصنوع من [Carbon, full Carbon] تمام؟ وفي بعض ال[chemicals] يؤثر على ال[Carbon]. هذا معروف، فمعظم "
TheDirection_6_198_2017327_2028254.wav,وايد ال[components] اللي عليه وايد في [details]، فمثلًا استخدام ال[double de forty] ما تقدر تستخدم فيه تمام، فيه عنده أنواع خاصه، و [chemicals] خاصه في ال[cycle] نفسه.
TheDirection_6_199_2028254_2034482.wav,عأساس إنه يتلاءم مع ال[Carbon] ويتلاءم مع ال[bearing]ات السيراميك الموجوده داخل ال.
TheDirection_6_200_2034482_2041887.wav,داخل ال[bottom bracket] وغيره وغيره لأن كله يا إنه يعني كله 
TheDirection_6_201_2041887_2047018.wav,فما بأي ماده تقدر أنت تحطه لازم تختار أو تسأل عن المواد المناسبه لي.
TheDirection_6_202_2047018_2064804.wav,طبعًا في شركات مثلًا [finish line] مثلًا شركه معروفه على مستوى العالم هاي تسوي [product] حق ال[cycles] تمام من [greasing] من حق ال[bearing]ات من تنظيف ال[chain]، من أدوات تنظيف ال[chain]، كل الأمور هذي [Barak tool] عندهم نفس الشيء عندهم كل المعدات شغلتهم فقط [cycling]، 
TheDirection_6_203_2064804_2075533.wav,عرفت، فأنت مثلًا الحين لو تيه على الأشياء اللي شو اسمه ال[components] والشغلات هذه؟ فتشوف الأشياء الاستهلاكيه هي اللي تحتاج صيانه دائمًا.
TheDirection_6_204_2075533_2094372.wav,[okay]، بو ساره جزاك الله خير، استمتعنا الصراحه كان ودنا نكمل بعد وياك بعد ساعتين يبان زين جزاك الله خير، مشكور ما جصرت، فعلًا أثريت معلوماتنا أضافت الكثير في خلال فتره بسيطه هاي.
TheDirection_6_205_2094372_2099302.wav,وإن شاء الله لنا اللقاءات بعد يبالنا نتعلم، يبالنا حلقات واضح، يبالنا أجزاء مو بحلقات.
TheDirection_6_206_2099302_2100283.wav,إن شاء الله بإذن الله،
TheDirection_6_207_2100283_2102135.wav,مشكور يجزاك الله خير.
TheDirection_6_208_2102135_2103425.wav,مشكور لكم بعد.
TheDirection_6_209_2103425_2109463.wav,الله يحفظك مشكور.
TheDirection_7_1_0_21247.wav,دكتور بسام محبوب، جدًا سعيد بوجودك ويانا اليوم، وتشريفك إلنا في [the direction podcast]، حياك دكتور.
TheDirection_7_2_21247_28576.wav,الله يسلمك، كيف حالك؟ عساك طيب، اتكلمنا احنا عن هاي كم من فتره والله.
TheDirection_7_4_31055_31719.wav,الله يحظك.
TheDirection_7_5_31719_47039.wav,قبل ما نبدأ في الحلقه أول شي 
TheDirection_7_6_47039_53151.wav,هاي كانت من ضمن البرنامج دبي للتمييز الحكومي.
TheDirection_7_7_53151_54132.wav,[okay].
TheDirection_7_8_54132_61371.wav,وسبحان الله يعني، كان المقابلات وكذا كان ألفين وتسعتاشر.
TheDirection_7_9_61371_62150.wav,[okay].
TheDirection_7_10_62150_77903.wav,بعدين استوي موضع ال[covid] واتأخرت فمثلًا كان لازم مثلًا نقول نسوي التقييمات والكذا في الربع الثالث من ألفين وتسعتاش كان مفروض إن يعني مثلًا نقول على شهر ثلاثه أربعه.
TheDirection_7_11_77903_78566.wav,زين، ما شا.
